order_id,order_date,customer,region,category,product,quantity,unit_price,revenue
1782,2024-06-18,Customer 40,North,Electronics,4K Monitor,1,119.81,119.81
2128,2024-09-07,Customer 43,North,Home & Kitchen,Cookware Set,2,71.68,143.36
1570,2024-04-29,Customer 19,North,Electronics,Bluetooth Speaker,3,108.61,325.83
2336,2024-10-24,Customer 27,East,Apparel,Wool Sweater,3,38.08,114.24
1804,2024-06-23,Customer 44,East,Apparel,Running Shoes,2,44.21,88.42
1248,2024-02-22,Customer 32,West,Apparel,Cotton T-Shirt,3,48.31,144.93
2480,2024-11-27,Customer 50,South,Books,Self-Help Guide,1,14.41,21.93
2224,2024-09-29,Customer 32,South,Books,Cookbook,1,17.42,17.42
2241,2024-10-04,Customer 58,West,Home & Kitchen,Coffee Maker,1,64.16,64.16
1180,2024-02-08,Customer 14,East,Electronics,Bluetooth Speaker,1,139.85,139.85
1971,2024-08-04,Customer 59,East,Apparel,Running Shoes,3,50.8,152.4
2080,2024-08-27,Customer 49,North,Home & Kitchen,Blender,3,73.96,221.88
1801,2024-06-23,Customer 5,North,Electronics,Laptop Stand,3,126.35,379.05
1626,2024-05-11,Customer 7,South,Electronics,Bluetooth Speaker,4,141.85,567.4
1373,2024-03-19,Customer 14,West,Electronics,4K Monitor,1,100.43,100.43
2534,2024-12-09,Customer 18,East,Home & Kitchen,Coffee Maker,3,75.16,357.24
1186,2024-02-09,Customer 8,South,Home & Kitchen,Air Fryer,4,72.6,290.4
2235,2024-10-02,Customer 9,North,Apparel,Wool Sweater,2,43.31,86.62
1715,2024-06-02,Customer 49,South,Apparel,Cotton T-Shirt,3,56.73,170.19
1362,2024-03-16,Customer 4,East,Home & Kitchen,Air Fryer,4,84.31,337.24
1381,2024-03-21,Customer 60,North,Electronics,Laptop Stand,1,148.3,148.3
2350,2024-10-27,Customer 27,South,Electronics,Wireless Earbuds,2,113.98,227.96
1969,2024-08-03,Customer 20,South,Books,Fiction Novel,4,23.13,92.52
1671,2024-05-22,Customer 53,East,Home & Kitchen,Coffee Maker,2,71.68,143.36
1166,2024-02-06,Customer 58,West,Sports,Cycling Helmet,4,53.26,213.04
2163,2024-09-17,Customer 30,East,Electronics,Wireless Earbuds,1,143.61,143.61
1086,2024-01-19,Customer 59,South,Books,Fiction Novel,3,20.89,62.67
2563,2024-12-16,Customer 25,South,Home & Kitchen,Coffee Maker,3,88.94,421.92
1316,2024-03-06,Customer 31,South,Apparel,Cotton T-Shirt,4,50.74,202.96
1377,2024-03-19,Customer 20,North,Electronics,Wireless Earbuds,4,138.8,555.2
1586,2024-05-02,Customer 19,East,Electronics,4K Monitor,4,130.69,522.76
1592,2024-05-03,Customer 38,South,Sports,Cycling Helmet,4,48.13,192.52
2575,2024-12-20,Customer 29,South,Sports,Tennis Racket,2,55.07,148.64
1934,2024-07-26,Customer 22,West,Sports,Cycling Helmet,4,54.15,216.6
2411,2024-11-09,Customer 10,South,Sports,Yoga Mat,4,69.73,483.24
1851,2024-07-04,Customer 28,West,Electronics,Wireless Earbuds,2,124.76,249.52
1806,2024-06-23,Customer 3,South,Books,Fiction Novel,3,17.98,53.94
1123,2024-01-28,Customer 51,South,Electronics,Bluetooth Speaker,4,138.44,553.76
2527,2024-12-08,Customer 21,North,Electronics,4K Monitor,2,101.85,331.82
2613,2024-12-26,Customer 28,North,Home & Kitchen,Cookware Set,3,61.59,269.07
1243,2024-02-20,Customer 1,West,Home & Kitchen,Blender,3,89.63,268.89
2035,2024-08-17,Customer 47,South,Electronics,Bluetooth Speaker,2,123.18,246.36
1718,2024-06-02,Customer 7,West,Books,Cookbook,1,20.32,20.32
2317,2024-10-21,Customer 39,South,Home & Kitchen,Air Fryer,1,82.12,82.12
1231,2024-02-18,,West,Apparel,Cotton T-Shirt,2,51.69,103.38
2261,2024-10-08,Customer 7,East,Sports,Cycling Helmet,3,54.36,163.08
2068,2024-08-24,Customer 34,East,Sports,Tennis Racket,1,62.13,62.13
1448,2024-04-04,Customer 48,West,Home & Kitchen,Air Fryer,3,72.04,216.12
1989,2024-08-08,Customer 59,East,Apparel,Denim Jacket,2,57.51,115.02
1425,2024-03-31,Customer 12,North,Home & Kitchen,Coffee Maker,4,72.33,289.32
1235,2024-02-19,Customer 12,East,Home & Kitchen,Air Fryer,1,89.94,89.94
2382,2024-11-04,Customer 29,North,Electronics,Laptop Stand,3,122.07,547.41
1262,2024-02-25,Customer 25,South,Sports,Yoga Mat,3,61.15,183.45
1057,2024-01-14,Customer 55,West,Electronics,4K Monitor,4,99.04,396.16
1249,2024-02-23,Customer 60,North,Sports,Yoga Mat,2,60.05,120.1
1028,2024-01-07,Customer 5,South,Books,Self-Help Guide,3,22.26,66.78
1743,2024-06-09,Customer 36,East,Home & Kitchen,Blender,1,89.85,89.85
1019,2024-01-05,Customer 41,North,Books,Fiction Novel,1,22.27,22.27
2145,2024-09-12,Customer 42,East,Home & Kitchen,Blender,4,78.98,315.92
2008,2024-08-12,Customer 26,East,Electronics,4K Monitor,4,100.58,402.32
1146,2024-02-02,Customer 52,South,Books,Cookbook,2,16.71,33.42
1843,2024-07-02,Customer 4,West,Apparel,Wool Sweater,3,36.94,110.82
2560,2024-12-16,Customer 21,South,Home & Kitchen,Air Fryer,1,66.09,100.69
2207,2024-09-25,Customer 7,North,Electronics,Wireless Earbuds,4,106.88,427.52
1211,2024-02-14,Customer 17,East,Home & Kitchen,Blender,2,67.59,135.18
1475,2024-04-10,Customer 30,North,Sports,Dumbbell Set,2,56.5,113.0
1402,2024-03-26,Customer 12,West,Sports,Dumbbell Set,2,46.85,93.7
1901,2024-07-18,Customer 22,North,Books,Cookbook,1,20.16,20.16
1353,2024-03-14,Customer 39,South,Books,Self-Help Guide,3,18.6,55.8
2089,2024-08-29,Customer 8,South,Apparel,Cotton T-Shirt,3,58.14,174.42
1747,2024-06-10,Customer 10,North,Apparel,Denim Jacket,1,50.77,50.77
1818,2024-06-26,Customer 32,West,Apparel,Cotton T-Shirt,2,52.6,105.2
1944,2024-07-28,Customer 1,East,Sports,Tennis Racket,1,62.45,62.45
2545,2024-12-12,Customer 25,West,Electronics,Bluetooth Speaker,4,96.58,532.66
1879,2024-07-13,Customer 14,East,Books,Biography,2,16.59,33.18
2405,2024-11-08,Customer 32,East,Apparel,Wool Sweater,3,37.83,166.64
1889,2024-07-16,Customer 19,South,Books,Cookbook,4,15.9,63.6
1938,2024-07-26,Customer 2,West,Books,Self-Help Guide,2,18.58,37.16
1051,2024-01-11,Customer 3,South,Books,Biography,1,14.58,14.58
1859,2024-07-07,Customer 6,East,Apparel,Running Shoes,1,44.62,44.62
1778,2024-06-18,Customer 24,North,Home & Kitchen,Blender,3,65.4,196.2
1685,2024-05-25,,North,Apparel,Denim Jacket,4,43.6,174.4
1892,2024-07-16,Customer 34,East,Sports,Yoga Mat,1,61.02,61.02
1980,2024-08-05,Customer 25,West,Apparel,Denim Jacket,3,43.28,129.84
1058,2024-01-14,Customer 20,West,Home & Kitchen,Coffee Maker,1,77.93,77.93
1493,2024-04-13,Customer 13,North,Books,Biography,4,20.38,81.52
1833,2024-06-30,Customer 52,South,Books,Biography,3,22.98,68.94
1509,2024-04-16,Customer 57,West,Books,Fiction Novel,2,17.03,34.06
2206,2024-09-25,Customer 50,West,Electronics,Wireless Earbuds,4,143.14,572.56
1048,2024-01-11,,North,Sports,Cycling Helmet,2,65.01,130.02
2153,2024-09-14,Customer 9,East,Electronics,4K Monitor,2,146.78,293.56
1319,2024-03-07,,East,Home & Kitchen,Coffee Maker,2,89.3,178.6
1042,2024-01-10,Customer 44,South,Sports,Cycling Helmet,1,70.72,70.72
2406,2024-11-08,Customer 32,West,Home & Kitchen,Blender,3,86.26,369.57
2260,2024-10-08,Customer 32,West,Books,Biography,4,17.57,70.28
2504,2024-12-03,Customer 6,West,Home & Kitchen,Air Fryer,3,82.56,403.37
2371,2024-11-02,Customer 18,West,Books,Biography,1,19.65,32.6
2295,2024-10-16,Customer 11,West,Electronics,Wireless Earbuds,2,138.55,277.1
1820,2024-06-26,Customer 13,West,Books,Cookbook,4,17.68,70.72
2020,2024-08-14,Customer 45,West,Books,Self-Help Guide,2,17.97,35.94
2256,2024-10-07,Customer 22,North,Books,Cookbook,2,17.43,34.86
1504,2024-04-15,Customer 57,West,Apparel,Cotton T-Shirt,3,54.2,162.6
1227,2024-02-17,Customer 45,South,Home & Kitchen,Air Fryer,1,58.14,58.14
1126,2024-01-28,Customer 34,North,Home & Kitchen,Coffee Maker,2,82.05,164.1
2306,2024-10-19,Customer 48,North,Home & Kitchen,Cookware Set,1,89.98,89.98
2158,2024-09-15,Customer 37,South,Apparel,Denim Jacket,1,51.51,51.51
2168,2024-09-18,Customer 57,West,Sports,Yoga Mat,4,46.14,184.56
1951,2024-07-31,Customer 42,East,Home & Kitchen,Blender,2,73.8,147.6
1152,2024-02-03,Customer 27,South,Electronics,Wireless Earbuds,1,104.14,104.14
1352,2024-03-14,Customer 37,East,Home & Kitchen,Blender,2,80.06,160.12
1312,2024-03-05,Customer 6,West,Home & Kitchen,Blender,4,58.01,232.04
2598,2024-12-24,Customer 3,West,Apparel,Cotton T-Shirt,3,50.84,225.65
1597,2024-05-04,Customer 51,North,Apparel,Denim Jacket,3,58.24,174.72
2300,2024-10-18,Customer 6,North,Home & Kitchen,Cookware Set,4,64.24,256.96
2449,2024-11-20,Customer 54,East,Electronics,Bluetooth Speaker,1,131.64,204.89
2555,2024-12-14,Customer 25,West,Apparel,Running Shoes,4,54.44,298.98
1301,2024-03-03,Customer 3,South,Books,Cookbook,1,16.07,16.07
2105,2024-09-02,Customer 4,West,Home & Kitchen,Blender,1,75.93,75.93
1119,2024-01-27,Customer 6,West,Books,Self-Help Guide,4,19.42,77.68
1287,2024-03-01,Customer 2,South,Electronics,Laptop Stand,3,153.53,460.59
1635,2024-05-14,Customer 34,East,Home & Kitchen,Cookware Set,3,89.7,269.1
2137,2024-09-10,Customer 13,North,Apparel,Cotton T-Shirt,4,36.65,146.6
1633,2024-05-13,Customer 50,North,Home & Kitchen,Cookware Set,3,67.93,203.79
2451,2024-11-20,Customer 27,South,Sports,Tennis Racket,3,63.8,262.22
1947,2024-07-29,Customer 33,East,Electronics,Bluetooth Speaker,2,144.43,288.86
1339,2024-03-12,Customer 13,West,Electronics,Laptop Stand,3,127.3,381.9
1953,2024-07-31,Customer 51,East,Sports,Tennis Racket,1,48.63,48.63
1030,2024-01-08,Customer 46,East,Books,Self-Help Guide,4,15.76,63.04
2618,2024-12-27,Customer 51,West,Electronics,Wireless Earbuds,2,114.97,341.08
1990,2024-08-08,Customer 32,East,Sports,Dumbbell Set,3,63.28,189.84
1888,2024-07-15,Customer 30,West,Apparel,Running Shoes,4,54.51,218.04
1201,2024-02-12,Customer 51,East,Sports,Yoga Mat,1,45.22,45.22
1904,2024-07-19,Customer 36,West,Books,Self-Help Guide,4,17.85,71.4
2341,2024-10-25,Customer 29,East,Books,Biography,3,17.07,51.21
2092,2024-08-30,Customer 39,East,Apparel,Wool Sweater,3,56.14,168.42
1988,2024-08-08,Customer 8,West,Sports,Yoga Mat,4,60.19,240.76
1849,2024-07-03,Customer 21,South,Electronics,Bluetooth Speaker,4,138.77,555.08
1378,2024-03-20,Customer 22,South,Apparel,Wool Sweater,4,39.16,156.64
1064,2024-01-15,,West,Apparel,Denim Jacket,4,39.63,158.52
1763,2024-06-15,Customer 15,East,Home & Kitchen,Air Fryer,1,56.63,56.63
1991,2024-08-09,Customer 2,South,Electronics,Laptop Stand,1,151.95,151.95
1178,2024-02-08,Customer 11,East,Sports,Yoga Mat,2,63.94,127.88
2460,2024-11-22,Customer 23,West,Sports,Dumbbell Set,1,61.05,99.33
2393,2024-11-06,Customer 32,North,Books,Cookbook,1,19.48,28.79
1228,2024-02-17,Customer 34,North,Books,Biography,2,21.62,43.24
2349,2024-10-27,Customer 58,South,Home & Kitchen,Coffee Maker,2,65.37,130.74
2597,2024-12-24,Customer 2,South,Home & Kitchen,Blender,3,62.89,283.32
1578,2024-05-01,Customer 55,South,Electronics,Wireless Earbuds,1,116.78,116.78
2502,2024-12-03,Customer 55,South,Books,Self-Help Guide,3,21.64,102.74
1080,2024-01-18,Customer 8,East,Sports,Tennis Racket,4,65.99,263.96
1736,2024-06-07,Customer 43,South,Home & Kitchen,Air Fryer,2,74.09,148.18
1338,2024-03-12,Customer 44,South,Books,Fiction Novel,3,17.86,53.58
1162,2024-02-05,Customer 55,East,Books,Biography,4,19.91,79.64
2440,2024-11-18,Customer 8,West,Sports,Yoga Mat,3,48.42,244.11
1360,2024-03-16,Customer 53,South,Electronics,Bluetooth Speaker,3,138.48,415.44
1429,2024-04-01,Customer 12,North,Books,Cookbook,1,21.67,21.67
1615,2024-05-09,Customer 1,South,Home & Kitchen,Cookware Set,4,86.7,346.8
1374,2024-03-19,Customer 48,East,Apparel,Wool Sweater,4,43.98,175.92
2147,2024-09-13,Customer 17,South,Home & Kitchen,Air Fryer,3,79.92,239.76
2214,2024-09-27,,West,Books,Self-Help Guide,2,16.88,33.76
1327,2024-03-10,Customer 46,South,Electronics,4K Monitor,1,120.47,120.47
1579,2024-05-01,Customer 53,East,Books,Fiction Novel,4,20.26,81.04
1284,2024-02-29,,West,Sports,Tennis Racket,2,52.51,105.02
1840,2024-07-01,Customer 29,South,Home & Kitchen,Cookware Set,1,71.21,71.21
1745,2024-06-10,Customer 56,East,Electronics,Bluetooth Speaker,1,102.68,102.68
2506,2024-12-03,Customer 6,North,Home & Kitchen,Blender,4,77.44,532.33
2054,2024-08-20,Customer 12,South,Apparel,Denim Jacket,2,44.13,88.26
1209,2024-02-14,Customer 18,North,Home & Kitchen,Air Fryer,4,63.58,254.32
1498,2024-04-14,Customer 54,North,Books,Self-Help Guide,4,21.91,87.64
2567,2024-12-17,Customer 7,South,Electronics,4K Monitor,3,155.76,616.4
1995,2024-08-09,Customer 19,South,Sports,Dumbbell Set,2,58.91,117.82
2467,2024-11-25,Customer 35,North,Sports,Cycling Helmet,2,69.71,203.64
1097,2024-01-21,Customer 8,East,Sports,Yoga Mat,2,57.84,115.68
1283,2024-02-29,Customer 47,South,Apparel,Denim Jacket,2,46.43,92.86
2458,2024-11-22,Customer 20,West,Apparel,Cotton T-Shirt,3,49.47,217.7
2315,2024-10-21,Customer 56,South,Books,Cookbook,2,15.97,31.94
1614,2024-05-09,Customer 46,North,Books,Fiction Novel,2,15.94,31.88
1632,2024-05-12,Customer 57,East,Electronics,Laptop Stand,2,96.56,193.12
2179,2024-09-20,Customer 1,North,Books,Biography,2,14.96,29.92
1442,2024-04-03,Customer 52,North,Electronics,Laptop Stand,1,129.54,129.54
2284,2024-10-14,Customer 49,East,Sports,Tennis Racket,2,47.33,94.66
1424,2024-03-31,Customer 14,South,Electronics,Laptop Stand,3,137.27,411.81
1729,2024-06-05,Customer 47,East,Books,Self-Help Guide,1,19.92,19.92
2204,2024-09-25,Customer 59,South,Home & Kitchen,Coffee Maker,2,58.96,117.92
2366,2024-10-31,Customer 12,East,Books,Biography,2,15.84,31.68
2408,2024-11-09,Customer 50,South,Apparel,Cotton T-Shirt,1,39.75,59.61
1132,2024-01-29,Customer 23,East,Sports,Dumbbell Set,2,49.05,98.1
1677,2024-05-23,Customer 39,West,Sports,Tennis Racket,3,62.65,187.95
1143,2024-02-01,Customer 35,East,Electronics,Wireless Earbuds,1,134.6,134.6
1815,2024-06-25,Customer 1,North,Sports,Tennis Racket,4,58.31,233.24
2042,2024-08-18,Customer 1,South,Sports,Yoga Mat,2,60.62,121.24
2329,2024-10-23,Customer 1,West,Home & Kitchen,Cookware Set,3,82.86,248.58
1943,2024-07-28,Customer 52,North,Home & Kitchen,Cookware Set,4,89.53,358.12
2194,2024-09-23,Customer 18,East,Books,Cookbook,1,22.21,22.21
1568,2024-04-29,Customer 1,East,Apparel,Wool Sweater,2,51.02,102.04
1380,2024-03-20,Customer 45,South,Home & Kitchen,Cookware Set,4,66.23,264.92
2152,2024-09-13,Customer 28,South,Apparel,Wool Sweater,3,42.33,126.99
1314,2024-03-06,Customer 38,South,Sports,Cycling Helmet,1,44.35,44.35
1819,2024-06-26,Customer 16,West,Sports,Yoga Mat,1,71.4,71.4
1359,2024-03-16,Customer 49,West,Electronics,Wireless Earbuds,3,143.75,431.25
2123,2024-09-06,Customer 43,East,Apparel,Running Shoes,2,56.28,112.56
2383,2024-11-04,Customer 59,East,Apparel,Wool Sweater,4,44.52,274.6
2079,2024-08-27,Customer 37,West,Electronics,Wireless Earbuds,3,124.04,372.12
2133,2024-09-09,Customer 7,North,Books,Self-Help Guide,4,15.01,60.04
1007,2024-01-02,Customer 49,South,Home & Kitchen,Cookware Set,4,78.02,312.08
1593,2024-05-03,Customer 16,East,Apparel,Wool Sweater,2,43.78,87.56
1984,2024-08-07,Customer 22,North,Home & Kitchen,Cookware Set,1,72.41,72.41
1821,2024-06-27,Customer 32,West,Electronics,Laptop Stand,4,138.89,555.56
1238,2024-02-19,Customer 3,West,Home & Kitchen,Cookware Set,4,77.05,308.2
1078,2024-01-17,Customer 14,North,Sports,Cycling Helmet,3,64.83,194.49
1751,2024-06-10,Customer 42,South,Electronics,Bluetooth Speaker,2,146.05,292.1
2416,2024-11-10,Customer 53,East,Apparel,Running Shoes,2,39.59,139.05
1116,2024-01-26,Customer 34,North,Home & Kitchen,Air Fryer,3,58.29,174.87
1323,2024-03-08,Customer 59,West,Electronics,4K Monitor,2,146.84,293.68
1439,2024-04-03,Customer 5,South,Apparel,Running Shoes,1,54.74,54.74
1548,2024-04-23,Customer 48,South,Sports,Dumbbell Set,1,58.48,58.48
1173,2024-02-07,Customer 19,North,Apparel,Denim Jacket,4,38.65,154.6
2368,2024-11-01,Customer 18,North,Home & Kitchen,Cookware Set,1,62.87,111.23
1895,2024-07-16,Customer 22,South,Electronics,Laptop Stand,1,110.24,110.24
2348,2024-10-26,Customer 4,East,Apparel,Denim Jacket,2,51.73,103.46
2399,2024-11-07,Customer 23,West,Electronics,4K Monitor,2,138.29,459.26
1414,2024-03-28,Customer 26,North,Electronics,4K Monitor,1,100.54,100.54
1675,2024-05-23,Customer 60,North,Home & Kitchen,Blender,2,75.71,151.42
1164,2024-02-06,Customer 47,East,Home & Kitchen,Cookware Set,2,73.95,147.9
1846,2024-07-03,Customer 21,South,Home & Kitchen,Coffee Maker,1,65.54,65.54
2067,2024-08-24,Customer 3,West,Books,Biography,1,14.65,14.65
1746,2024-06-10,Customer 19,West,Sports,Yoga Mat,2,63.39,126.78
2254,2024-10-07,Customer 22,South,Books,Biography,3,18.1,54.3
2479,2024-11-27,Customer 49,West,Apparel,Cotton T-Shirt,3,54.05,246.78
2389,2024-11-06,Customer 24,East,Apparel,Cotton T-Shirt,3,56.75,264.25
1386,2024-03-23,Customer 14,East,Sports,Dumbbell Set,2,49.19,98.38
1122,2024-01-27,Customer 1,North,Electronics,4K Monitor,1,148.72,148.72
1095,2024-01-21,Customer 4,East,Apparel,Denim Jacket,4,56.0,224.0
1045,2024-01-11,Customer 37,East,Home & Kitchen,Air Fryer,4,76.81,307.24
1382,2024-03-21,Customer 48,West,Sports,Cycling Helmet,3,61.73,185.19
2004,2024-08-11,Customer 24,West,Home & Kitchen,Blender,3,90.3,270.9
1190,2024-02-10,Customer 26,West,Electronics,4K Monitor,2,123.19,246.38
2355,2024-10-28,Customer 19,East,Apparel,Running Shoes,3,54.1,162.3
2593,2024-12-23,Customer 14,North,Apparel,Wool Sweater,2,42.58,149.78
2616,2024-12-27,Customer 33,North,Electronics,Wireless Earbuds,4,105.04,557.46
1905,2024-07-19,Customer 35,East,Apparel,Wool Sweater,1,54.27,54.27
2265,2024-10-08,Customer 51,East,Apparel,Running Shoes,3,55.91,167.73
1255,2024-02-24,Customer 19,West,Books,Cookbook,2,14.47,28.94
1091,2024-01-21,Customer 35,East,Electronics,Wireless Earbuds,4,141.02,564.08
2351,2024-10-27,Customer 13,West,Electronics,Wireless Earbuds,2,136.35,272.7
1856,2024-07-06,Customer 50,South,Home & Kitchen,Cookware Set,4,63.78,255.12
1949,2024-07-30,Customer 4,West,Books,Fiction Novel,2,16.63,33.26
2302,2024-10-18,Customer 5,West,Electronics,Laptop Stand,4,119.43,477.72
2352,2024-10-27,Customer 51,South,Apparel,Cotton T-Shirt,3,45.96,137.88
1370,2024-03-18,Customer 42,East,Apparel,Cotton T-Shirt,1,51.26,51.26
2536,2024-12-10,Customer 52,South,Electronics,Bluetooth Speaker,1,104.54,142.53
1585,2024-05-02,Customer 4,West,Electronics,Bluetooth Speaker,2,147.05,294.1
2390,2024-11-06,Customer 37,West,Electronics,4K Monitor,4,123.62,889.82
1552,2024-04-25,Customer 18,East,Sports,Yoga Mat,3,63.33,189.99
2009,2024-08-12,Customer 16,North,Books,Self-Help Guide,1,17.65,17.65
2358,2024-10-29,Customer 15,East,Apparel,Wool Sweater,4,43.67,174.68
1423,2024-03-30,Customer 9,South,Books,Self-Help Guide,4,20.35,81.4
1347,2024-03-13,Customer 32,West,Books,Fiction Novel,3,22.85,68.55
1606,2024-05-07,Customer 52,East,Apparel,Running Shoes,1,51.8,51.8
1421,2024-03-30,Customer 54,North,Apparel,Wool Sweater,1,39.09,39.09
1716,2024-06-02,Customer 25,South,Home & Kitchen,Cookware Set,1,86.12,86.12
2085,2024-08-28,Customer 34,West,Home & Kitchen,Air Fryer,3,56.54,169.62
2259,2024-10-07,Customer 7,East,Home & Kitchen,Air Fryer,4,69.35,277.4
2360,2024-10-29,Customer 35,North,Sports,Tennis Racket,2,48.65,97.3
1981,2024-08-05,Customer 7,North,Home & Kitchen,Cookware Set,4,65.76,263.04
2283,2024-10-13,Customer 22,East,Apparel,Denim Jacket,2,49.12,98.24
2266,2024-10-09,Customer 60,West,Home & Kitchen,Blender,2,69.26,138.52
1296,2024-03-03,Customer 35,East,Sports,Tennis Racket,3,58.2,174.6
1791,2024-06-20,Customer 31,North,Apparel,Wool Sweater,1,45.0,45.0
1115,2024-01-26,Customer 44,West,Sports,Yoga Mat,2,62.42,124.84
2587,2024-12-22,Customer 2,South,Books,Fiction Novel,4,19.95,113.52
2554,2024-12-14,Customer 60,East,Apparel,Denim Jacket,4,41.57,241.35
1468,2024-04-08,Customer 34,South,Sports,Cycling Helmet,4,44.65,178.6
1279,2024-02-29,Customer 21,North,Home & Kitchen,Blender,1,84.04,84.04
1450,2024-04-04,Customer 46,East,Books,Cookbook,3,15.81,47.43
1539,2024-04-22,Customer 55,South,Electronics,4K Monitor,1,105.97,105.97
2212,2024-09-26,Customer 54,West,Sports,Dumbbell Set,4,62.03,248.12
2318,2024-10-21,Customer 44,West,Sports,Dumbbell Set,2,48.87,97.74
1825,2024-06-28,Customer 17,North,Books,Biography,3,20.28,60.84
1514,2024-04-17,Customer 32,North,Sports,Dumbbell Set,1,58.76,58.76
1482,2024-04-11,Customer 13,East,Apparel,Running Shoes,3,49.27,147.81
1574,2024-04-30,Customer 58,East,Sports,Yoga Mat,1,51.42,51.42
2334,2024-10-24,Customer 37,North,Apparel,Wool Sweater,2,56.89,113.78
1866,2024-07-10,Customer 55,North,Apparel,Cotton T-Shirt,1,41.05,41.05
2442,2024-11-18,Customer 46,East,Electronics,4K Monitor,4,145.23,931.81
1387,2024-03-23,Customer 45,East,Apparel,Denim Jacket,4,38.03,152.12
1202,2024-02-13,Customer 12,East,Home & Kitchen,Coffee Maker,2,88.26,176.52
1502,2024-04-15,Customer 42,South,Books,Cookbook,4,16.93,67.72
1857,2024-07-06,Customer 3,East,Home & Kitchen,Coffee Maker,4,66.84,267.36
2427,2024-11-15,Customer 11,East,Books,Fiction Novel,2,14.77,39.15
2071,2024-08-25,Customer 37,East,Electronics,Laptop Stand,2,145.52,291.04
1109,2024-01-25,Customer 11,South,Apparel,Denim Jacket,1,39.73,39.73
1142,2024-01-31,Customer 36,East,Sports,Yoga Mat,4,56.24,224.96
1713,2024-06-01,Customer 45,West,Home & Kitchen,Cookware Set,4,75.58,302.32
1401,2024-03-26,Customer 50,West,Electronics,Wireless Earbuds,4,134.82,539.28
1158,2024-02-04,Customer 37,North,Home & Kitchen,Blender,4,87.27,349.08
1787,2024-06-19,Customer 43,North,Electronics,Laptop Stand,2,133.29,266.58
1937,2024-07-26,Customer 3,South,Books,Fiction Novel,3,23.11,69.33
1571,2024-04-30,Customer 7,East,Electronics,4K Monitor,3,101.22,303.66
2431,2024-11-15,Customer 36,North,Books,Self-Help Guide,4,17.44,111.6
1894,2024-07-16,Customer 34,North,Apparel,Cotton T-Shirt,4,38.97,155.88
1214,2024-02-15,Customer 45,North,Apparel,Denim Jacket,2,39.14,78.28
2139,2024-09-11,Customer 10,North,Home & Kitchen,Coffee Maker,4,60.33,241.32
2230,2024-10-01,Customer 13,South,Sports,Tennis Racket,4,53.58,214.32
2511,2024-12-04,Customer 54,South,Sports,Yoga Mat,1,54.73,91.7
1885,2024-07-15,Customer 49,North,Apparel,Denim Jacket,2,47.01,94.02
1330,2024-03-10,Customer 31,West,Books,Fiction Novel,2,17.99,35.98
1823,2024-06-27,Customer 54,East,Electronics,Laptop Stand,3,124.62,373.86
2088,2024-08-29,Customer 16,West,Books,Cookbook,3,15.87,47.61
2225,2024-09-30,Customer 33,North,Electronics,4K Monitor,1,103.54,103.54
1886,2024-07-15,Customer 9,West,Books,Self-Help Guide,3,20.57,61.71
1428,2024-03-31,Customer 31,South,Electronics,4K Monitor,2,117.75,235.5
2537,2024-12-10,Customer 19,East,Books,Self-Help Guide,1,17.24,28.05
2424,2024-11-14,Customer 37,East,Apparel,Running Shoes,3,52.62,278.01
2600,2024-12-24,,West,Books,Self-Help Guide,3,16.25,74.1
2285,2024-10-14,Customer 60,East,Apparel,Cotton T-Shirt,3,42.23,126.69
1637,2024-05-14,Customer 57,West,Home & Kitchen,Coffee Maker,1,90.45,90.45
2312,2024-10-20,Customer 9,South,Home & Kitchen,Air Fryer,1,64.53,64.53
1845,2024-07-03,Customer 41,North,Home & Kitchen,Cookware Set,3,85.61,256.83
2426,2024-11-15,Customer 36,South,Electronics,4K Monitor,2,99.45,263.65
1595,2024-05-04,Customer 46,North,Books,Cookbook,3,18.71,56.13
2606,2024-12-25,Customer 46,East,Books,Fiction Novel,2,20.37,61.5
1447,2024-04-04,Customer 38,North,Sports,Dumbbell Set,3,49.43,148.29
1877,2024-07-12,Customer 4,South,Books,Fiction Novel,4,21.79,87.16
1790,2024-06-20,Customer 47,North,Electronics,4K Monitor,4,132.4,529.6
2556,2024-12-14,Customer 46,South,Apparel,Running Shoes,2,47.31,165.99
1516,2024-04-17,Customer 57,North,Electronics,Wireless Earbuds,3,103.54,310.62
1563,2024-04-28,Customer 8,South,Electronics,Laptop Stand,2,155.82,311.64
1890,2024-07-16,Customer 3,South,Electronics,Bluetooth Speaker,2,148.77,297.54
1272,2024-02-27,Customer 56,North,Home & Kitchen,Blender,3,84.25,252.75
2249,2024-10-05,Customer 56,North,Home & Kitchen,Air Fryer,2,74.9,149.8
1638,2024-05-14,Customer 51,North,Apparel,Running Shoes,3,42.56,127.68
1139,2024-01-31,Customer 29,North,Home & Kitchen,Cookware Set,4,72.03,288.12
2633,2024-12-30,Customer 42,North,Home & Kitchen,Cookware Set,1,70.83,94.07
1692,2024-05-26,Customer 5,South,Home & Kitchen,Blender,2,78.2,156.4
2566,2024-12-17,Customer 27,South,Electronics,Laptop Stand,2,135.51,473.58
1674,2024-05-23,Customer 11,South,Electronics,Laptop Stand,1,134.51,134.51
1646,2024-05-17,Customer 59,East,Sports,Yoga Mat,4,69.5,278.0
1431,2024-04-01,Customer 57,North,Apparel,Wool Sweater,4,54.54,218.16
1999,2024-08-10,Customer 38,South,Apparel,Wool Sweater,3,43.35,130.05
